,sentence,download_link
423,"To establish incremental volumes from existing movements, Enbridge will use an appropriate time frame, typically the 12 month period immediately preceding the month in which Enbridge anticipates the in-service date for the new facilities.",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
424,16.11,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
425,The Backstopping Agreement will incorporate any terms that would allow the Supporting Shipper(s),https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
426,’s commitment to be reduced by Net Incremental Revenue or capital contribution provided by one or more other Shipper(s).,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
427,"16.12 Backstopping Agreements are to allow the provision of services, but nothing in this Section 16 is intended to provide any priority service to Supporting Shipper(s).   ",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
428,17.,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
429,"LINE 5 CLAIM 17.1 Following final resolution of the Line 5 Claim, the Canadian Mainline portion of any amounts (net of reasonable litigation costs incurred after June 30, 2011) actually paid to Enbridge, recovered for that period of the Line 5 Claim from January 1, 1995 to March 31, 2011, including any accrued interest, shall be determined, and such portion shall be shared between Enbridge and     (25)",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
430,"the Shippers, with Enbridge to receive 50% and the Shippers to receive 50% (the “Shippers Line 5 Portion”).  ",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
431,Enbridge shall credit the Shippers Line 5 Portion against the next applicable toll filing for both the IJT and the CLT.,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
432,"The Shippers Line 5 Portion will be calculated on the basis of the required sharing under the various incentive tolling settlements that cover the period from January 1, 1995 to March 31, 2011 where the associated costs were shared between Enbridge and the Shippers.",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
433,18.,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
434,COMMODITY SURCHARGE  ,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
435,18.1,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
436,"Any changes in the commodity surcharge in effect on April 1, 2011, must be mutually agreed to by both Enbridge and the Representative Shipper Group.  ",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
437,The intent of any adjustment to the commodity surcharge methodology considered during the Term is to be revenue neutral.     ,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
438,(26),https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
439,PART V - RENEGOTIATION AND/OR,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
440,TERMINATION OF THE CTS 19.,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
441,"MIMIMUM THRESHOLD VOLUMES 19.1 “Minimum Threshold Volume” means a throughput of: (a) 1,250,000 barrels per day to December 31, 2014, then (b) 1,350,000 barrels per day during the remainder of the Term  of Canadian Sourced Hydrocarbons on the Enbridge Mainline ex-Gretna, Manitoba, as may be adjusted pursuant to Section 19.2 and 19.5.",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
442,19.2,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
443,"The Minimum Threshold Volume will be reduced by the amount that the Bakken/Three Forks U.S. production receipts exceed 305,000 barrels per day into the Enbridge Mainline, less those volumes in excess of 305,000 barrels per day that are transported to delivery points other than the Enbridge Mainline Delivery Points into Northern PADD II or Sarnia (for example, incremental transportation of Bakken/Three Forks U.S. production on Mustang/Spearhead or other Non Enbridge Mainline Delivery Points).",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
444,"19.3 “Nine Month Moving Average” means the sum of the Monthly Moving Average Volumes for the 9 months preceding the date of calculation, divided by 9. 19.4 “Monthly Moving Average Volume” means the volume of Canadian Sourced Hydrocarbons transported on the Enbridge Mainline ex-Gretna, Manitoba in a calendar month, divided by the number of days in such month.",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
445,19.5,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
446,"In the event that Nine Month Moving Average falls below the Minimum Threshold Volume, Enbridge and the Representative Shipper Group will determine if the cause of the shortfall was due to capacity loss on the Enbridge Mainline.  ",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
447,"If it is determined that the shortfall was due to capacity loss on the Enbridge Mainline for reasons other than Force Majeure, the Minimum     (27) Threshold Volume will be reduced by the corresponding shortfall amount.  ",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
448,"For purposes of determining the applicable capacity loss, Enbridge will use the historical Nine Month Moving Average of volumes from Canadian receipt points through Gretna as well as deliveries ex-Superior.  ",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
449,Schedule “G” sets forth,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
450,"upstream and downstream capacity amounts as at December 31, 2010 as reference points for ex-Gretna capacity.",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
451,19.6 Illustrative examples of the calculation of Minimum Threshold Volume are set forth in Schedule “L”.,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
452,20.,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
453,MATERIAL CHANGE IN BUSINESS CIRCUMSTANCES 20.1 “Material Change in Business Circumstances,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
454,"” means: (i) Regulatory Change(s) or Enbridge Specific Regulatory Change(s) which results in cumulative  expenditures in a calendar year for operating costs on the Enbridge Mainline, calculated to include an amount for depreciation expense (not including depreciation expense resulting from Integrity Capital ) and subtract applicable capital cost allowance, increasing by more than $10,000,000 over what such annual operating costs would have been (based on Enbridge’s applicable operating standards immediately prior to the Regulatory Change(s) or Enbridge Specific Regulatory Change(s)) absent the Regulatory Change(s) or Enbridge Specific Regulatory Change(s); or  (ii) Regulatory Change(s) which results in cumulative expenditures (commencing on the date of the first such Regulatory Change) for Integrity Capital on the Enbridge Mainline increasing by more than $100,000,000 over what such costs would have been absent the Regulatory Changes, provided however that such Regulatory Changes(s) are broadly applicable to the Enbridge Mainline and all similar liquids pipelines.       ",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
455,(28),https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
456,20.2,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
457,"The IJT and CLT include (and therefore Enbridge is responsible for) the first $10,000,000 in operating expenses in each calendar year on the Enbridge Mainline associated with any Regulatory Changes or Enbridge Specific Regulatory Changes, as applicable, and the first $100,000,000 of Integrity Capital during the Term on the Enbridge Mainline associated with any Regulatory Changes.  ",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
458,"In calculating that amounts attributable to such operating expenses or Integrity Capital, Enbridge shall deduct from such calculation any amount that Enbridge would have otherwise spent absent such Regulatory Change or Enbridge Specific Regulatory Change, as applicable.",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
459,21.,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
460,EVENTS TRIGGERING A RENEGOTIATION PERIOD 21.1,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
461,"If the Keystone XL pipeline project does not receive the required U.S. presidential permit by January 1, 2013, then the Representative Shipper Group may, on or before February 1, 2013, provide to Enbridge a Renegotiation Notice.",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
462,21.2,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
463,"If the Material Change in Business Circumstances referred to in Section 20.1(ii) occurs, Enbridge will, as soon as reasonably practicable following such occurrence, provide notice to the Representative Shipper Group.  ",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
464,"Following receipt of such notice, the Representative Shipper Group and Enbridge shall meet to determine whether they can agree to a Contingent Toll Adjustment under Article 13.  ",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
465,"In the event a Contingent Toll Adjustment is not agreed to within 90 days, then the Representative Shipper Group may provide to Enbridge a Renegotiation Notice.",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
466,21.3,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
467,"If the Nine-Month Moving Average is less than the Minimum Threshold Volume, then Enbridge may, as soon as is reasonably practicable following the occurrence of such event, provide to the Representative Shipper Group a Renegotiation Notice.",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
468,21.4,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
469,"Upon receipt by either Enbridge or the Representative Shipper Group of a Renegotiation Notice, Enbridge and the Representative Shipper Group (the “Renegotiating Team”) shall meet and use     (29) reasonable efforts to agree on how the CTS can be amended to accommodate the events referred to in Section 21.1, 21.2, or 21.3 above.",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
470,21.5,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
471,"If, within 90 days following receipt of the Renegotiation Notice, the Renegotiating Team is unable to agree on how the CTS can be amended, then the Renegotiating Team may agree to extend the renegotiation period.  ",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
472,"If the Renegotiating Team does not agree to extend the renegotiation period, then the CTS terminates and Enbridge will file a new toll application for the Canadian Mainline.   ",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
473,21.6,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
474,The IJT and the CLT will apply during the renegotiation period and will become the interim toll after the renegotiation period until a new toll filing is approved by the NEB.      ,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
475,(30),https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
476,PART VI – OTHER CTS MATTERS 22.,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
477,"REPRESENTATIVE SHIPPER GROUP 22.1  Enbridge will work with its Shippers, CAPP and Western Canadian Producers to develop, by July 3, 2012, and thereafter file with the NEB, a transparent process, in compliance with current regulatory requirements, to review and administer issues related to the CTS and the formation of the Representative Shipper Group.  ",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
478,"This process is intended to be used toward reaching agreement on the resolution of issues related to the CTS during the Term and to provide a counter-party to negotiate any required changes to the CTS resulting from unanticipated events relating to the CTS, with a view to reducing adversarial aspects of NEB and FERC hearings, as well as reducing hearing time and associated costs.   ",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
